id,unit,name,start,end,agency,acres,cause
SLU-5280,SAN LUIS OBISPO,CAMP ROBERTS,2016-05-18,5/20/2016,MIL,3712,UNDETERMINED
BEU-2369,MONTEREY,METZ,2016-05-22,5/25/2016,CAL FIRE,3876,DEBRIS BURNING
CND-1134,TULARE,CHIMNEY,2016-06-01,6/7/2016,BLM,1324,HUMAN
FHL-1475,MONTEREY,STONY,2016-06-02,6/17/2016,USFS,3000,UNDETERMINED
LPF-1504,MONTEREY,COLEMAN,2016-06-04,6/17/2016,USFS,2520,UNDETERMINED
CND-1171,SAN LUIS OBISPO,SODA,2016-06-04,6/6/2016,BLM,2003,UNDETERMINED
LAC-457,LOS ANGELES,OLD,2016-06-04,6/10/2016,LOCAL,465,UNDETERMINED
KNF-4500,SISKIYOU,PONY,2016-06-07,10/2/2016,USFS,2860,UNDETERMINED
SBC-7344,SANTA BARBARA,SHERPA,2016-06-15,6/23/2016,USFS,7474,UNDETERMINED
MVU-14498,SAN DIEGO,BORDER 3,2016-06-19,7/1/2016,CAL FIRE,7609,UNDETERMINED
LAC-177288,LOS ANGELES,FISH,2016-06-20,7/5/2016,USFS,4253,HUMAN
ANF-2417,LOS ANGELES,RESERVOIR,2016-06-20,7/5/2016,USFS,1146,HUMAN
CND-1415,KERN,ERSKINE,2016-06-23,7/9/2016,USFS,48019,UNDETERMINED
INF-992,MONO,MARINA,2016-06-24,7/4/2016,USFS,654,UNDETERMINED
BTU-7042,PLUMAS,BOULDER COMPLEX,2016-06-25,7/5/2006,USFS,3500,LIGHTNING
MMU-12363,MERCED,DINOSAUR,2016-06-25,6/26/2016,CAL FIRE,1246,VEHICLE
YNP-41,MARIPOSA,LAKES,2016-06-26,10/31/2016,NPS,1001,LIGHTNING
NEU-15200,PLACER,TRAILHEAD,2016-06-28,8/14/2016,CAL FIRE,5645,UNDETERMINED
AEU-17670,SACRAMENTO,RANCHO,2016-06-28,6/30/2016,CAL FIRE,372,VEHICLE
LPF-1986,VENTURA,PINE,2016-06-30,7/17/2016,USFS,2304,UNDETERMINED
TGU-5731,TEHAMA,COLYEAR,2016-06-30,7/6/2016,CAL FIRE,464,ELECTRICAL POWER
FKU-9100,FRESNO,CURRY,2016-07-01,7/4/2016,CAL FIRE,2944,UNDETERMINED
KRN-24109,KERN,DEER,2016-07-01,7/10/2016,CC,1785,UNDETERMINED
TCU-6914,CALAVERAS,APPALOOSA,2016-07-02,7/15/2016,CAL FIRE,310,ELECTRICAL POWER
KRN-25390,KERN,FORT,2016-07-08,7/9/2016,CC,554,UNDETERMINED
SHU-6739,SHASTA,FIDDLER,2016-07-08,7/9/2016,CAL FIRE,303,ARSON
LAC-198015,LOS ANGELES,SAGE,2016-07-09,7/16/2016,CC,1100,CAMPFIRE
TCU-7341,CALAVERAS,PACHECO,2016-07-12,7/18/2016,CAL FIRE,341,EQUIPMENT
MCP-2125,SAN DIEGO,ROBLAR,2016-07-21,7/27/2016,MIL,1245,UNDETERMINED
BEU-3422,MONTEREY,SOBERANES,2016-07-22,8/28/2016,CAL FIRE,103242,CAMPFIRE
ANF-3008,LOS ANGELES,SAND,2016-07-22,8/6/2016,USFS,41383,UNDETERMINED
FKU-10852,FRESNO,GOOSE,2016-07-30,8/9/2016,CAL FIRE,2241,ARSON
LNU-7135,YOLO,COLD,2016-08-02,8/12/2016,CAL FIRE,5731,UNDETERMINED
BTU-11608,BUTTE,99,2016-08-02,8/8/2016,CAL FIRE,520,PLAYING WITH FIRE
INF-1415,MONO,CLARK,2016-08-04,8/12/2016,USFS,2819,LIGHTNING
BDF-10205,SAN BERNARDINO,PILOT,2016-08-07,8/16/2016,USFS,8110,UNDETERMINED
FKU-11358,FRESNO,MINERAL,2016-08-08,8/19/2016,CAL FIRE,7050,ARSON
INF-1457,INYO,HORSESHOE,2016-08-09,8/17/2016,USFS,369,UNDETERMINED
SLU-8948,SAN LUIS OBISPO,CHIMNEY,2016-08-13,9/7/2016,CAL FIRE,46235,VEHICLE
LNU-7582,LAKE,CLAYTON,2016-08-13,9/3/2016,CAL FIRE,3929,ARSON
BDF-10468,SAN BERNARDINO,BLUECUT,2016-08-16,9/8/2016,USFS,36274,UNDETERMINED
SQF-2595,KERN,CEDAR,2016-08-16,9/24/2016,USFS,29322,UNDETERMINED
LPF-2809,SANTA BARBARA,REY,2016-08-18,9/15/2016,USFS,32606,UNDETERMINED
NEU-20037,YUBA,BEALE,2016-08-18,8/19/2016,CAL FIRE,389,MISCELLANEOUS
STF-2257,ALPINE,MOKELUMNE,2016-08-19,9/20/2016,USFS,655,LIGHTNING
HUU-6956,HUMBOLDT,TULLY,2016-08-22,9/9/2016,CAL FIRE,599,ARSON
SQF-2683,TULARE,TULE,2016-08-22,8/22/2016,USFS,395,UNDETERMINED
SKU-7392,SISKIYOU,GRADE,2016-08-24,9/10/2016,CAL FIRE,710,ELECTRICAL POWER
KRN-32226,KERN,RANGE,2016-08-26,8/31/2016,CC,600,HUMAN
KRN-32375,KERN,HAVILA,2016-08-27,8/31/2016,CC,304,UNDETERMINED
TCU-9339,CALAVERAS,WILLOW,2016-08-28,9/4/2016,CAL FIRE,450,VEHICLE
RRU-105125,RIVERSIDE,BOGART,2016-08-30,9/5/2016,CAL FIRE,1470,UNDETERMINED
BTU-13655,BUTTE,SADDLE,2016-09-05,9/22/2016,CAL FIRE,800,VEHICLE
LMU-4695,LASSEN,WILLARD,2016-09-11,10/12/2016,CAL FIRE,2575,UNDETERMINED
LMU-4700,MODOC,HOWARD,2016-09-11,9/15/2016,CAL FIRE,380,RAILROAD
TGU-8080,TAHEMA,HOG,2016-09-13,9/13/2016,CAL FIRE,321,ELECTRICAL POWER
SNF-2154,FRESNO,CROWN,2016-09-15,10/31/2016,USFS,800,LIGHTNING
AFV-3151,SANTA BARBARA,CANYON,2016-09-17,9/24/2016,MIL,12742,UNDETERMINED
INF-1763,MONO,OWENS RIVER,2016-09-17,10/15/2016,USFS,5443,UNDETERMINED
MDF-910,MODOC,SOUP COMPLEX,2016-09-17,10/31/2016,USFS,2722,UNDETERMINED
KRN-35570,KERN,FLAT,2016-09-19,9/22/2016,CC,307,EQUIPMENT
LNU-9129,SONOMA,SAWMILL,2016-09-25,10/1/2016,CAL FIRE,1547,UNDETERMINED
SCU-6912,SANTA CLARA,LOMA,2016-09-26,11/8/2016,CAL FIRE,4474,UNDETERMINED
TCU-10403,TUOLUMNE,MARSHES,2016-09-26,10/4/2016,CAL FIRE,1080,VEHICLE
SQF-3261,TULARE,SLATE,2016-10-04,11/5/2016,USFS,2160,LIGHTNING
SNF-2370,FRESNO,SACATA,2016-10-11,10/19/2016,USFS,2100,UNDETERMINED
SQF-3384,TULARE,JACOBSON,2016-10-20,11/1/2016,USFS,1702,UNDETERMINED
SQF-3456,TULARE,MEADOW,2016-10-29,11/22/2016,USFS,4347,LIGHTNING
SQF-3464,TULARE,HIDDEN,2016-11-02,11/23/2016,USFS,2768,LIGHTNING
NOD-1810,MODOC,WEST,2017-04-01,4/1/2017,BLM,401,HUMAN
FKU-5281,FRESNO,JAYNE,2017-04-20,4/21/2017,CAL FIRE,4533,EQUIPMENT USE
FKU-5669,FRESNO,EL DORADO,2017-04-28,4/28/2017,CAL FIRE,750,UNDETERMINED
RRU-53193,RIVERSIDE,OPERA,2017-04-30,5/2/2017,CAL FIRE,1350,UNDETERMINED
MMU-9464,MERCED,WRIGHT,2017-05-12,5/13/2017,CAL FIRE,1680,UNDETERMINED
FKU-6727,FRESNO,ELM 2,2017-05-18,5/21/2017,CAL FIRE,10000,ELECTRICAL POWER
MCP-1494,SAN DIEGO,DELUZ,2017-05-19,5/22/2017,DOD,486,HUMAN
MVU-12098,SAN DIEGO,GATE,2017-05-20,5/22/2017,CAL FIRE,2056,UNDETERMINED
KRN-18713,KERN,MING,2017-05-20,5/21/2017,CC,506,UNDER INVESTIGATION
TUU-286,TULARE,DINELY,2017-06-07,6/10/2017,CAL FIRE,339,EQUIPMENT USE
MMU-11650,MADERA,OAKWOOD,2017-06-10,6/13/2017,CAL FIRE,1417,SHOOTING
FKU-8044,FRESNO,MONTEREY,2017-06-11,6/11/2017,CAL FIRE,450,SHOOTING
ANF-2273,LOS ANGELES,LAKE,2017-06-17,6/23/2017,USFS,800,UNDER INVESTIGATION
SQF-1223,KERN,HIGHWAY,2017-06-21,6/25/2017,USFS,1522,UNDER INVESTIGATION
BDF-9443,SAN BERNARDINO,HOLCOMB,2017-06-21,6/29/2017,USFS,1503,UNDER INVESTIGATION
FKU-8759,FRESNO,CREEK,2017-06-23,6/27/2017,CAL FIRE,357,DEBRIS BURNING
SQF-1317,TULARE,SCHAEFFER,2017-06-24,8/5/2017,USFS,16031,LIGHTNING
LAC-187296,LOS ANGELES,PLACERITA,2017-06-25,6/28/2017,LOCAL,870,UNDER INVESTIGATION
RRU-78840,RIVERSIDE,MANZANITA,2017-06-26,6/30/2017,CAL FIRE,6309,VEHICLE
SLU-7101,SAN LUIS OBISPO,HILL,2017-06-26,6/28/2017,CAL FIRE,1626,VEHICLE
BDF-9802,SAN BERNARDINO,MART,2017-06-27,7/1/2017,USFS,670,UNDER INVESTIGATION
MCP-172047,SAN DIEGO,CRISTIANITOS,2017-06-28,7/1/2017,DOD,761,UNDER INVESTIGATION
MDF-415,MODOC,BATTLE,2017-06-28,7/1/2017,USFS,640,UNDER INVESTIGATION
MMU-13022,MARIPOSA,BEN,2017-06-28,7/6/2017,CAL FIRE,558,VEHICLE
KRN-24894,KERN,TARINA,2017-06-30,7/1/2017,CC,1200,UNDER INVESTIGATION
FKU-9289,FRESNO,DERRICK,2017-07-02,7/5/2017,CAL FIRE,1562,UNDETERMINED
SKU-4779,SISKIYOU,FAY,2017-07-05,7/31/2017,CAL FIRE,496,MISCELLANEOUS
SLU-7624,SAN LUIS OBISPO,ALAMO,2017-07-06,7/22/2017,CAL FIRE,28687,UNDER INVESTIGATION
KRN-26708,KERN,QUAL COMPLEX,2017-07-06,7/6/2017,CC,1626,UNDER INVESTIGATION
BTU-10975,BUTTE,WALL,2017-07-07,8/3/2017,CAL FIRE,6033,ELECTRICAL POWER
LPF-1770,SANTA BARBARA,WHITTIER,2017-07-08,10/5/2017,USFS,18430,UNDER INVESTIGATION
BEU-3551,MONTEREY,PARKFIELD,2017-07-08,7/8/2017,CAL FIRE,1816,ELECTRICAL POWER
FKU-9755,KINGS,GARZA,2017-07-09,7/25/2017,CAL FIRE,70000,EQUIPMENT USE
LNU-6262,YOLO,WINTER,2017-07-09,7/12/2017,CAL FIRE,2269,UNDER INVESTIGATION
SLU-7792,SAN LUIS OBISPO,STONE,2017-07-09,7/11/2017,CAL FIRE,340,EQUIPMENT USE
HTF-30363,NEVADA,FARAD,2017-07-10,7/16/2017,USFS,747,UNDER INVESTIGATION
NOD-30366,LASSEN,LONG VALLEY,2017-07-11,7/25/2017,BLM,83733,UNDER INVESTIGATION
MVU-16909,SAN DIEGO,JENNINGS 2,2017-07-11,7/14/2017,CAL FIRE,400,VEHICLE
MDF-541,MODOC,DOBE,2017-07-13,7/31/2017,USFS,410,HUMAN
BDU-9854,SAN BERNARDINO,BRIDGE 2,2017-07-14,7/18/2017,CAL FIRE,460,UNDETERMINED
MMU-14474,MARIPOSA,DETWILER,2017-07-16,8/31/2017,CAL FIRE,100000,SHOOTING
FKU-10248,FRESNO,PARK,2017-07-17,7/30/2017,CAL FIRE,1649,EQUIPMENT USE
KRN-27936,KERN,HUDSON,2017-07-18,7/18/2017,LOCAL,1083,UNDER INVESTIGATION
SRF-703,SISKIYOU,MARBLE,2017-07-19,7/28/2017,USFS,319,UNDER INVESTIGATION
TUU-420,TULARE,ELEPHANT 2,2017-07-20,7/21/2017,CAL FIRE,416,ARSON
MDF-671,MODOC,MODOC JULY COMPLEX,2017-07-24,8/13/2017,USFS,83120,UNDER INVESTIGATION
SRF-741,SISKIYOU,ORLEANS COMPLEX,2017-07-25,10/12/2017,USFS,27276,LIGHTNING
AEU-21652,SACRAMENTO,LATROBE,2017-07-26,7/28/2017,CAL FIRE,1268,DEBRIS BURNING
NOD-4279,WASHOE,R-21,2017-07-26,7/27/2017,BLM,589,LIGHTNING
PNF-1043,PLUMAS,MINERVA 5,2017-07-29,8/16/2017,USFS,4310,UNDER INVESTIGATION
TCU-9024,TOULUMNE,JACKSONVILLE,2017-07-29,8/4/2017,CAL FIRE,675,UNDETERMINED
TUU-441,TULARE,ROADRUNNER,2017-07-30,7/31/2017,CAL FIRE,2289,ARSON
SQF-1989,KERN,GARDEN,2017-07-30,8/9/2017,USFS,450,HUMAN
STF-2452,TUOLUMNE,SUMMIT COMPLEX,2017-07-31,11/30/2017,USFS,5248,UNDER INVESTIGATION
INF-1235,MONO,GRANT,2017-07-31,8/3/2017,USFS,400,LIGHTNING
YNP-84,MARIPOSA,EMPIRE,2017-08-01,8/1/2017,NPS,6370,LIGHTNING
LPF-2123,SAN LUIS OBISPO,RED,2017-08-02,8/3/2017,USFS,450,UNDER INVESTIGATION
MDF-862,MODOC,PARKER 2,2017-08-03,8/14/2017,USFS,7697,LIGHTNING
INF-1264,TULARE,INDIAN,2017-08-03,8/29/2017,USFS,2295,LIGHTNING
BDU-10918,SAN BERNARDINO,BRYANT 2,2017-08-03,8/14/2017,CAL FIRE,325,UNDETERMINED
TNF-992,PLUMAS,CHILCOOT,2017-08-06,8/8/2017,USFS,1021,LIGHTNING
PNF-1145,LASSEN,POSLIN,2017-08-06,8/9/2017,USFS,860,LIGHTNING
SRF-863,DEL NORTE,YOUNG,2017-08-07,10/15/2017,USFS,21377,UNDER INVESTIGATION
SNF-1476,MADERA,BUTTE,2017-08-07,8/17/2017,USFS,635,LIGHTNING
SRF-897,TRINITY,RUTH COMPLEX,2017-08-09,8/25/2017,USFS,4736,LIGHTNING
KRN-31474,KERN,ROSE,2017-08-10,8/10/2017,CC,338,HUMAN
YNP-108,MARIPOSA,SOUTH FORK,2017-08-13,8/13/2017,NPS,7000,UNDER INVESTIGATION
RRU-99747,RIVERSIDE,BLAINE,2017-08-13,8/16/2017,CAL FIRE,1500,UNDETERMINED
RSF-647,JACKSON (OR),MILLER COMPLEX,2017-08-14,11/30/2017,USFS,39716,UNDER INVESTIGATION
RRU-100591,RIVERSIDE,MIAS,2017-08-14,8/18/2017,CAL FIRE,600,ELECTRICAL POWER
KNF-6098,SISKIYOU,ECLIPSE COMPLEX,2017-08-15,10/10/2017,USFS,78698,LIGHTNING
NEU-21927,YUBA,BEALE,2017-08-20,8/20/2017,CAL FIRE,950,UNDER INVESTIGATION
MDF-1101,MODOC,JONES,2017-08-23,8/27/2017,USFS,375,LIGHTNING
MDF-1102,MODOC,BOLES,2017-08-23,9/4/2017,USFS,371,LIGHTNING
SQF-2385,TULARE,PIER,2017-08-29,9/24/2017,USFS,36556,HUMAN
SNF-1743,MADERA,RAILROAD,2017-08-29,9/15/2017,USFS,12407,UNDER INVESTIGATION
OVD-1478,MONO,SLINKARD,2017-08-29,9/11/2017,BLM,8925,LIGHTNING
NOD-5152,LASSEN,MUD,2017-08-29,9/1/2017,BLM,6042,LIGHTNING
BTU-13737,BUTTE,PONDEROSA,2017-08-29,9/9/2017,CAL FIRE,4016,HUMAN
SHF-1770,TRINITY,HELENA,2017-08-30,10/19/2017,USFS,21449,HUMAN
NOD-5180,WASHOE (NV),R-4,2017-08-30,9/18/2017,BLM,18618,LIGHTNING
NEU-22877,NEVADA,PLEASANT,2017-08-30,9/3/2017,CAL FIRE,392,UNDER INVESTIGATION
LFD-965,LOS ANGELES,LA TUNA,2017-09-01,9/8/2017,LOCAL,7194,UNDER INVESTIGATION
SQF-2435,KERN,CALDWELL,2017-09-01,9/6/2017,USFS,1319,LIGHTNING
RRU-108660,RIVERSIDE,PALMER,2017-09-02,9/9/2017,CAL FIRE,3800,PLAYING WITH FIRE
STF-2590,TUOLUMNE,CREEK,2017-09-03,11/20/2017,USFS,1749,LIGHTNING
MMU-18115,MADERA,MISSION,2017-09-03,9/13/2017,CAL FIRE,1037,ELECTRICAL POWER
MMU-18116,MADERA,PEAK,2017-09-03,9/9/2017,CAL FIRE,680,VEHICLE
PNF-1488,PLUMAS,EUREKA,2017-09-05,10/31/2017,USFS,437,LIGHTNING
ENF-26677,EL DORADO,TABLE,2017-09-08,10/17/2017,USFS,426,UNDER INVESTIGATION
SHF-1850,TRINITY,BUCK,2017-09-12,11/5/2017,USFS,13434,LIGHTNING
SHU-9460,SHASTA,BERRY,2017-09-12,9/26/2017,CAL FIRE,995,LIGHTNING
MMU-19222,MADERA,EASTMAN,2017-09-18,9/19/2017,CAL FIRE,483,ELECTRICAL POWER
SQF-2753,TULARE,LION,2017-09-24,11/27/2017,USFS,19215,LIGHTNING
SBC-12621,SANTA BARBARA,RUCKER,2017-09-29,10/4/2017,LOCAL,444,HUMAN
ORC-1478,ORANGE,CANYON,2017-09-30,10/3/2017,CC,2662,UNDER INVESTIGATION
BTU-15933,BUTTE,CHEROKEE,2017-10-08,11/5/2017,CAL FIRE,8500,ELECTRICAL POWER
LNU-10093,SONOMA,CENTRAL LNU COMPLEX,2017-10-09,10/31/2017,CAL FIRE,110720,UNDER INVESTIGATION
LNU-10095,NAPA,SOUTHERN LNU COMPLEX,2017-10-09,10/28/2017,CAL FIRE,51624,UNDER INVESTIGATION
MEU-12169,MENDOCINO,MENDOCINO LAKE COMPLEX,2017-10-09,10/26/2017,CAL FIRE,38730,UNDER INVESTIGATION
NEU-26295,NEVADA,NEU WIND COMPLEX,2017-10-09,10/18/2017,CAL FIRE,17037,UNDER INVESTIGATION
ORC-110494,ORANGE,CANYON 2,2017-10-09,10/17/2017,CC,9217,UNDER INVESTIGATION
MRN-2957,SONOMA,THIRTY SEVEN,2017-10-09,10/12/2017,CAL FIRE,1660,UNDER INVESTIGATION
CZU-7822,SANTA CRUZ,BEAR,2017-10-16,10/29/2017,CAL FIRE,391,ARSON
CNF-3839,RIVERSIDE,WILDOMAR,2017-10-26,11/1/2017,USFS,866,UNDER INVESTIGATION
HTF-30870,MONO,CHRIS,2017-11-13,11/16/2017,USFS,370,UNDER INVESTIGATION
VNC,VENTURA,THOMAS,2017-12-04,12/15/2017,CC,238500,UNDER
LAC-362189,LOS ANGELES,CREEK,2017-12-05,12/15/2017,LOCAL,15619,UNDER INVESTIGATION
N/A,N/A,RYE,2017-12-05,12/12/2017,N/A,6049,N/A
N/A,N/A,Skirball,2017-12-06,12/11/2017,N/A,422,N/A
N/A,N/A,LILAC,2017-12-07,12/13/2017,N/A,4100,N/A
