id,unit,name,start,end,agency,acres,cause
SCU-0002779,ALAMEDA,FLYNN,2011-07-14,7/14/2011,CALFIRE,500,EQUIPMENT
MDF-00324,MODOC,SCORPION COMPLEX,2011-07-15,7/18/2011,USFS,2945,UI
MVU-8019,SAN DIEGO,EAGLE,2011-07-21,7/29/2011,CALFIRE,14100,INCENDIARY
SCU-2885,ALAMEDA,FLYNN,2011-07-21,7/22/2011,CALFIRE,545,INCENDIARY
MMU-0011070,MERCED,ROMERO,2011-07-23,7/23/2011,CALFIRE,489,UNDETERMINED
MMU-11070,MERCED,ROMERO,2011-07-23,7/23/2011,CALFIRE,489,UNDETERMINE
YNP-2558,MARIPOSA,AVALANCHE,2011-07-31,10/1/2011,NPS,817,LIGHTNING
MEU-5340,MENDOCINO,PASS,2011-08-03,8/7/2011,CALFIRE,616,EQUIPMENT
RRU-71943,RIVERSIDE,GILMAN,2011-08-06,8/7/2011,CALFIRE,945,UNDETERMINE
LNU-6369,NAPA,KNOXVILLE,2011-08-13,8/15/2011,CALFIRE,506,UNDETERMINE
NOD-3546,MODOC,ANNIE,2011-08-18,8/21/2011,USFS,2076,UI
KNF-6061,SISKIYOU,ONION,2011-08-19,9/10/2011,USFS,562,LIGHTNING
BDF-012349,SAN BERNARDINO,KEN,2011-08-22,8/24/2011,USFS,373,UI
SNF-2117,MARIPOSA,MOTOR,2011-08-25,9/4/2011,USFS,5231,
LNU-6823,SOLANO,BEACON,2011-08-27,8/27/2011,CALFIRE,715,UI
LAC-194624,LOS ANGELES,OASIS,2011-08-27,8/30/2011,LAC,355,UI
CDD-12657,SAN  BERNARDINO,WELLS,2011-08-28,8/31/2011,USFS,1723,LIGHTNING
RRU-79634,RIVERSIDE,KELLER,2011-08-29,8/31/2011,CALFIRE,458,EQUIPMENT
BDU-9968,SAN BERNARDINO,HILL,2011-09-02,9/8/2011,CALFIRE,1135,UNDETERMINE
SLU-007086,SAN LUIS OBISPO,SODA,2011-09-03,9/4/2011,CALFIRE,1528,EQUIPMENT
LPF-002238,SANTA BARBARA,FIGUEROA,2011-09-03,9/5/2011,LOCAL,698,UI
KRN-027244,KERN,CANYON,2011-09-04,9/11/2011,LOCAL,14585,EQUIPMENT
TUU-00345,TULARE,ROADRUNNER,2011-09-04,9/5/2011,CALFIRE,335,UNDETERMINED
SQF-3282,TULARE,WILLOWS,2011-09-04,9/7/2011,USFS,310,UI
LAC-1121525,LOS ANGELES,WAGON WHEEL,2011-09-05,9/6/2011,LOCAL,500,UI
TCU-7982,SQN JOAQUIN,MILTON,2011-09-09,9/11/2011,CALFIRE,1122,LIGHTNING
KRN-27933,KERN,COMANCHE COMPLEX,2011-09-10,9/17/2011,LOCAL,29338,LIGHTNING
KRN-27969,KERN,BRECKENRIDGE COMPLEX,2011-09-10,9/17/2011,LOCAL,25213,LIGHTNING
KRN-27912,KERN,KEENE COMPLEX,2011-09-10,9/14/2011,LOCAL,2577,LIGHTNING
TUU-368,TULARE,TENNESSEE,2011-09-11,9/12/2011,CALFIRE,380,LIGHTNING
BDU-10475,INYO,JOHN,2011-09-13,9/16/2011,CALFIRE,5300,EQUIPMENT
YNP-3619,MARIPOSA,TAMARACK,2011-09-13,10/17/2011,NPS,1011,LIGHTNING
ENF-021563,EL DORADO,LONG,2011-09-13,10/1/2011,USFS,483,LIGHTNING
STF-3013,TUOLUMNE,BURST COMPLEX,2011-09-15,9/15/2011,USFS,508,LIGHTNING
ANF-04969,LOS ANGELES,MINT,2011-09-17,9/18/2011,LOCA L,634,UI
KRN-1129619,KERN,65 FIRE,2011-09-23,9/23/2011,LOCAL,2005,LIGHTNING
SRF-001848,TRINITY,RUTH,2011-09-23,9/28/2011,USFS,1460,UI
KRN-1129618,KERN,OLD FIRE,2011-09-23,9/24/2011,LOCAL,410,LIGHTNING
TUU-0000393,TULARE,TUU SEPT.. LIGHTNING,2011-09-23,9/25/2011,CALFIRE,350,LIGHTNING
NV-HTF-994,MONO,BUCKEYE,2011-09-25,9/27/2011,LOCAL,1140,LIGHTNING
BDF-013860,RIVERSIDE,WINDY POINT,2011-09-25,9/26/2011,USFS,541,UI
MVU-11019,SAN DIEGO,GREAT,2011-10-01,10/7/2011,CALFIRE,2135,UNDETERMINED
TCU-10455,CALAVERAS/ TOLUMN,BLUE,2011-12-01,12/6/2011,CALFIRE,735,UI
ENF-38070,ELDORADO,ENF WIND COMPLEX,2011-12-01,12/1/2011,USFS,541,HUMAN
MMU-7830,MARIPOSA,RIVER,2012-05-18,5/22/2012,CALFIRE,320,UNDETERMINED
MVU-005400,SAN DIEGO,BANNER 4,2012-05-24,5/29/2012,CAL FIRE,5320,UNDETERMINED
MMU-008599,MERCED,BILLY,2012-05-31,5/31/2012,CAL FIRE,434,ELECTRICAL
LAC-134232,LOS ANGELES,5 MILE,2012-06-08,6/9/2012,CAL FIRE,525,EQUIPMENT
MMU-009308,MARIPOSA,GAINES,2012-06-12,6/14/2012,CAL FIRE,1700,ELECTRICAL
FKU-7091,FRESNO,LASSEN,2012-06-12,6/13/2012,CALFIRE,418,UNDETERMINED
RRU-059216,RIVERSIDE,HIGHLAND,2012-06-16,6/18/2012,CAL FIRE,2171,UNDETERMINED
YNP-1473,MARIPOSA,CASCADE,2012-06-16,11/26/2012,NPS,1705,LIGHTNING
LPE-1439,VENTURA,OZENA,2012-06-16,6/17/2012,USFS,361,UI
MVU-6329,SAN DIEGO,OLD 2,2012-06-17,6/20/2012,CAL FIRE,995,UNDETERMINED
RRU-059775,RIVERSIDE,VIEW,2012-06-17,6/18/2012,CAL FIRE,375,ELECTRICAL
SQF-001644,KERN,GULCH,2012-06-19,6/21/2012,USFS,385,HUMAN
LPF-1505,VENTURA,HILL,2012-06-23,6/27/2012,USFS,689,UI
SHU-005135,SHASTA,DALE,2012-07-05,7/7/2012,CALFIRE,1083,UNDETERMINED
MNF-1109,COLUSA,MILL,2012-07-07,7/18/2012,USFS,29502,UI
BDU-7678,INYO,FISH,2012-07-07,7/9/2012,CAL FIRE,1103,UNDETERMINED
LNU-5039,COLUSA,GRAPEVINE,2012-07-08,7/12/2012,CAL FIRE,1870,UNDETERMINED
LNU-5038,COLUSA,SITES,2012-07-08,7/9/2012,CAL FIRE,365,UNDETERMINED
BEU-3109,MONTEREY,TURKEY,2012-07-09,7/10/2012,CAL FIRE,2529,EQUIPMENT
LNU-5056,COLUSA,RAIL,2012-07-09,7/12/2012,CAL FIRE,1870,UNDETERMINED
TCU-6227,TUOLUMNE,SEVEN,2012-07-10,7/11/2012,CAL FIRE,840,UNDETERMINED
NEU-15060,PLACER,ROBBERS,2012-07-11,7/21/2012,CALFIRE,2650,ARSON
SHF-2290,TRINITY,FLAT,2012-07-11,7/17/2012,USFS,1688,UI
KNP-0072,FRESNO,WOODS CREEK,2012-07-15,7/21/2012,USFS,325,LIGHTNING
SLU-5716,SAN LUIS OBISPO,CALF,2012-07-16,7/18/2012,CALFIRE,640,EQUIPMENT
KRN-22306,KERN,SAND,2012-07-17,7/19/2012,CALFIRE,1428,EQUIPMENT
NOD-3016,LASSEN,SPANISH,2012-07-18,7/21/2012,USFS,1169,N/A
LNU-5495,YOLO,FOREST,2012-07-21,7/24/2012,CALFIRE,520,EQUIPMENT
LNP-3115,SHASTA,READING,2012-07-23,8/21/2012,NPS,28079,LIGHTNING
TGU-5964,TEHAMA,PASKENTA,2012-07-25,7/25/2012,CALFIRE,300,VEHICLE
MEU-5115,MENDOCINO,NORTH,2012-07-28,7/30/2012,CALFIRE,383,UNDETERMINED
KRN-23612,KERN,GRAPE,2012-07-28,7/29/2012,CALFIRE,370,UNDETERMINED
PNF -1001,PLUMAS/LASSEN,CHIPS,2012-07-29,8/31/2012,USFS,75217,UI
PNF--00998,PLUMAS,PEAK,2012-07-29,8/2/2012,USFS,800,UI
SHF-2521,SHASTA,SALT CREEK,2012-08-01,8/4/2012,USFS,980,UI
RRU-7075254,RIVERSIDE,VOLCANO,2012-08-01,8/5/2012,CALFIRE,356,EQUIPMENT
KNF-5426,SISKIYOU,DILLON,2012-08-03,8/7/2012,USFS,318,HUMAN
SQF-2476,KERN,PIUTE COMLEX,2012-08-04,8/11/2012,USFS,1783,LIGHTNING
RRU-76402,RIVERSIDE,RUSHMORE,2012-08-04,8/4/2012,CALFIRE,1000,UNDETERMINED
KNF-5659,SISKIYOU,FORT COMPLEX,2012-08-05,9/10/2012,USFS,23653,LIGHTNING
MDF-0429,MODOC,LAKE COMPLEX,2012-08-05,8/9/2012,USFS,1668,LIGHTNING
SNF-1940,FRESNO,BEAR,2012-08-05,8/12/2012,USFS,835,LIGHTNING
FWF-120680,MODOC,BARRYPOINT (CA LAND),2012-08-06,8/28/2012,USFS,38394,LIGHTNING
OVD-942,MONO,INDIAN,2012-08-08,8/15/2012,USFS,12574,LIGHTNING
MVU-8547,SAN DIEGO,CHIHUAHUA 2,2012-08-09,8/12/2012,CALFIRE,2006,LIGHTNING
CDD-11542,KERN,JAWBONE COMPLEX,2012-08-10,8/22/2012,NPS/BLM,1218,LIGHTNING
DVP-11569,INYO,SOUTH COMPLEX,2012-08-10,10/16/2012,USFS,453,LIGHTNING
STF-2954,CALAVERAS,RAMSEY,2012-08-11,8/31/2012,USFS,1137,CAMPFIRE
NOD-3490,LASSEN,RUSH,2012-08-12,8/31/2012,NPS/BLM,271911,LIGHTNING
LNU-6334,LAKE/ COLUSA,WALKER,2012-08-12,8/14/2012,CALFIRE,5000,UNDETERMINED
LNU-6335,LAKE/COLUSA,WYE,2012-08-12,8/18/2012,CALFIRE,2934,UNDETERMINED
MVU-8747,SAN DIEGO,VALLECITO LIGHTNING COMPLEX,2012-08-13,8/20/2012,CALFIRE,22829,LIGHTNING
BTU-8116,TEHAMA,MILL,2012-08-13,8/23/2012,CALFIRE,1641,ARSON
RRU-080142,RIVERSIDE,BUCK,2012-08-14,8/18/2012,CALFIRE,2681,LIGHTNING
NOD-3596,MODOC,NELSON (W-1),2012-08-17,8/21/2012,NPS/BLM,3661,LIGHTNING
SHF-2744,SHASTA,BAGLEY,2012-08-18,9/1/2012,USFS,46011,LIGHTNING
MNF-1446,MENDOCINO,NORTH PASS,2012-08-18,9/1/2012,USFS,41983,LIGHTNING
TGU-6696,TEHAMA/SHASTA,PONDEROSA,2012-08-18,9/2/2012,CALFIRE,27676,LIGHTNING
SHF-2735,SHASTA,BAGLEY COMPLEX,2012-08-18,8/22/2012,NPS,1000,LIGHTNING
RRU-82309,RIVERSIDE,VISTA,2012-08-20,8/21/2012,CALFIRE,500,EQUIPMENT
MDF-521,MODOC,ANTELOPE,2012-08-21,8/25/2012,NPS,650,LIGHTNING
ANF-4803,LOS ANGELES,WILLIAMS,2012-09-02,9/11/2012,USFS,4192,UI
LNU-7072,COLUSA,SIXTEEN COMPLEX,2012-09-04,9/11/2012,CALFIRE,19000,UNDETERMINED
NOD-3916,LASSEN,LIKELY,2012-09-05,9/14/2012,USFS,9838,HUMAN
SHF-2894,TRINITY,STAFFORD,2012-09-05,9/13/2012,USFS,4407,UI
MEU-6376,LAKE,SCOTTS,2012-09-07,9/14/2012,CALFIRE,4517,CAMPFIRE
SHF-2922,SHASTA,WARD,2012-09-11,9/14/2012,USFS,550,UI
MVU-010383,SAN DIEGO,SHOCKEY,2012-09-23,9/27/2012,CAL FIRE,2555,UNDETERMINED
RRU-96791,RIVERSIDE,RANGE,2012-09-29,10/1/2012,CAL FIRE,351,MISC
LNU-008431,LAKE,TWENTY NINE,2012-10-18,10/21/2012,CAL FIRE,300,ELECTRICAL
BDF-16430,SAN BERNARDINO,DEVORE,2012-11-05,11/6/2012,USFS,335,UI
LNU-477,LAKE,BECKS,2013-01-22,1/23/2013,CAL FIRE,335,DEBRIS BURNING
BDU-2372,INYO,RIVER,2013-02-24,2/28/2013,CAL FIRE,407,VEHICLE
RRU-22083,RIVERSIDE,JURUPA,2013-02-28,3/2/2013,CAL FIRE,300,UNDETERMINED
BTU-5648,TEHAMA,PANTHER,2013-05-01,5/9/2013,CALFIRE,6896,HUMAN
RRU-44298,RIVERSIDE,SUMMIT,2013-05-01,5/4/2013,CAL FIRE,2956,UNDETERMINED
VNC-12193,VENTURA,SPRINGS,2013-05-02,5/9/2013,CC,24251,UI
BEU-2109,SAN BENITO,TRES PINOS,2013-05-03,5/4/2013,CAL FIRE,354,EQUIPMENT
MEU-3381,MENDOCINO,FOSTER,2013-05-03,5/5/2013,CAL FIRE,300,DEBRIS BURNING
RRU-45459,RIVERSIDE,GORGONIO,2013-05-04,5/4/2013,CAL FIRE,650,UNDETERMINED
LPF-1281,KERN,GRAND,2013-05-15,5/22/2013,USFS,4346,UI
LAC-118144,LOS ANGELES,LAKE,2013-05-17,5/20/2013,CC,712,HUMAN
MVU-10345,SAN DIEGO,FELIPE,2013-05-23,5/29/2013,CAL FIRE,2650,HUMAN
MVU-11025,SAN DIEGO,GENERAL,2013-05-26,5/31/2013,CAL FIRE,2500,HUMAN
MMU-8520,MERCED,RIVER,2013-05-26,5/27/2013,CAL FIRE,450,HUMAN
LPF-1473,SANTA BARBARA,WHITE,2013-05-27,6/5/2013,USFS,1984,HUMAN
ANF-2297,LOS ANGELES,POWERHOUSE,2013-05-30,6/10/2013,USFS,30274,UI
TCU-4607,SAN JOAQUIN,SHELTON,2013-05-30,5/30/2013,CAL FIRE,303,EQUIPMENT
LPF-1535,SAN LUIS OBISPO,BRANCH,2013-06-01,6/4/2013,USFS,486,UI
SNF-1216,MARIPOSA,CARSTENS,2013-06-16,6/26/2013,USFS,1708,HUMAN
MMU-9861,MADERA,ROLLING,2013-06-16,6/18/2013,CAL FIRE,480,VEHICLE
BDU-7912,SAN BERNARDINO,MILL,2013-06-28,7/2/2013,CAL FIRE,534,HUMAN
SCU-3899,CONTRA COSTA,KIRKER,2013-07-01,7/2/2013,CAL FIRE,492,ELECTRICAL POWER
LMU-2700,MODOC,FOX,2013-07-03,7/7/2013,CAL FIRE,502,LIGHTNING
MVU-14084,SAN DIEGO,CHARIOT,2013-07-06,7/15/2013,CAL FIRE,7055,UNDETERMINED
ENF-16230,EL DORADO,KYBURZ,2013-07-08,7/11/2013,USFS,572,HUMAN
RRU-71832,RIVERSIDE,MOUNTAIN,2013-07-15,7/31/2013,CAL FIRE,27531,ELECTRICAL POWER
KRN-1323633,KERN,RANCHO,2013-07-19,7/22/2013,CC,500,UNDETERMINED
SNF-1732,FRESNO,ASPEN,2013-07-22,9/8/2013,USFS,22992,LIGHTNING
KRN-1324091,KERN,WATER,2013-07-23,7/25/2013,CC,612,HUMAN
SRF-1373,HUMBOLDT,DANCE,2013-07-29,8/2/2013,USFS,577,UI
KNF-5949,SISKIYOU,FORKS COMPLEX,2013-07-31,10/1/2013,USFS,37246,HUMAN
CNF-2512,RIVERSIDE,FALLS,2013-08-05,8/9/2013,USFS,1383,UI
STF-2613,TUOLUMNE,POWER,2013-08-05,8/13/2013,USFS,1070,UI
RRU-79781,RIVERSIDE,SILVER,2013-08-07,8/15/2013,CAL FIRE,20292,UNDETERMINED
SRF-1486,HUMBOLDT,CORRAL COMPLEX,2013-08-10,10/2/2013,USFS,12503,LIGHTNING
TNF-1562,PLACER,AMERICAN,2013-08-11,8/29/2013,USFS,27440,UI
BTU-10969,BUTTE,SWEDES,2013-08-16,8/22/2013,CAL FIRE,2264,EQUIPMENT
STF-2857,TUOLUMNE,RIM,2013-08-17,10/27/2013,USFS,257314,UI
SQF-3229,KERN,SHIRLEY COMPLEX,2013-08-18,8/22/2013,USFS,794,LIGHTNING
PNF-1324,PLUMAS,HOUGH COMPLEX,2013-08-18,8/24/2013,USFS,513,LIGHTNING
BDF-11417,SAN BERNARDINO,GOBBLERS,2013-08-20,8/30/2013,USFS,413,LIGHTNING
FHL-2679,MONTEREY,MISSION,2013-08-22,8/25/2013,USFS,4500,HUMAN
TGU-6768,TEHAMA,DEER,2013-08-23,8/29/2013,CAL FIRE,11429,ELECTRICAL POWER
SQF-3295,TULARE,FISH,2013-08-23,9/5/2013,USFS,2060,LIGHTNING
KNP-113,FRESNO,WINDY PEAK,2013-08-23,10/20/2013,USFS,681,LIGHTNING
SCU-5452,CONTRA COSTA,MORGAN,2013-09-08,9/14/2013,CAL FIRE,3100,HUMAN
SHU-8265,SHASTA,CLOVER,2013-09-09,9/15/2013,CAL FIRE,8073,UNDETERMINED
LNU-8566,NAPA,PUTAH,2013-10-03,10/4/2013,CAL FIRE,376,UNDETERMINED
BTU-13464,BUTTE,SUMMIT,2013-10-04,10/5/2013,CAL FIRE,305,MISCELLANEOUS
MCP-3197,SAN DIEGO,DELUZ,2013-10-05,10/9/2013,DOD,2236,UI
LNU-10188,SONOMA,MCCABE,2013-11-22,11/28/2013,CAL FIRE,3505,ELECTRICAL POWER
MNF-1729,LAKE,HIGHGLADE,2013-11-23,11/29/2013,USFS,305,UI
LPF-3810,MONTEREY,PFEIFFER,2013-12-16,12/20/2013,USFS,917,UI
LNF-27,TEHAMA,CAMPBELL,2014-01-02,1/10/2014,USFS,865,HUMAN
HUU-81,HUMBOLDT,RED,2014-01-04,1/12/2014,CAL FIRE,333,DEBRIS BURNING
SQF-120,TULARE,SODA,2014-01-14,4/19/2014,USFS,1612,UNDETERMINED
ANF-231,LOS ANGELES,COLBY,2014-01-16,1/24/2014,USFS,1952,UNDETERMINED
RRU-27677,RIVERSIDE,PIERCE,2014-03-15,3/16/2014,LOCAL,350,ARSON
BDF-6646,SAN BERNARDINO,ETIWANDA,2014-04-30,5/1/2014,USFS,2200,HUMAN
MVU-10055,SAN DIEGO,BERNARDO,2014-05-13,5/21/2014,LOCAL,1548,EQUIPMENT USE
SBC-5573,SANTA BARBARA,MIGUELITO,2014-05-13,5/16/2014,LOCAL,632,UNDETERMINED
MVU-10242,SAN DIEGO,SAN DIEGO COMPLEX,2014-05-14,5/22/2014,CAL FIRE,2438,UNDETERMINED
CBD-3777,SAN DIEGO,POINSETTIA,2014-05-14,5/17/2014,LOCAL,600,UNDETERMINED
MCP-1363,SAN DIEGO,BASILONE COMPLEX,2014-05-17,5/19/2014,MIL,21240,UNDETERMINED
MMU-8974,MARIPOSA,HUNTER,2014-05-26,6/4/2014,CAL FIRE,677,UNDETERMINED
TCU-4987,TUOLUMNE,59,2014-06-04,6/9/2014,CAL FIRE,402,VEHICLE
SQF-1850,KERN,SHIRLEY,2014-06-13,6/21/2014,USFS,2545,UNDETERMINED
FHL-1693,MONTEREY,STONY,2014-06-19,6/22/2014,MIL,4840,HUMAN
MMU-10597,MERCED,GUN CLUB,2014-06-19,6/19/2014,CAL FIRE,400,DEBRIS BURNING
LNU-5333,NAPA,BUTTS,2014-07-01,7/10/2014,CAL FIRE,4300,EQUIPMENT USE
MDF-344,MODOC,MODOC JULY COMPLEX,2014-07-01,7/7/2014,USFS,2566,LIGHTNING
LNU-5465,YOLO,MONTICELLO,2014-07-04,7/13/2014,CAL FIRE,6488,HUMAN
SHU-6248,SHASTA,BULLY,2014-07-11,7/23/2014,CAL FIRE,12661,VEHICLE
SQF-2381,KERN,NICOLLS,2014-07-11,7/19/2014,USFS,1680,UNDETERMINED
YNP-57,MARIPOSA,DARK HOLE,2014-07-16,8/20/2014,NPS,1077,LIGHTNING
MMU-12965,MERCED,GUN CLUB,2014-07-24,8/2/2014,CAL FIRE,422,HUMAN
AEU-18237,EL DORADO,SAND,2014-07-25,8/3/2014,CAL FIRE,4240,VEHICLE
YNP-83,MARIPOSA,EL PORTAL,2014-07-26,8/4/2014,NPS,4689,UNDETERMINED
MMU-13131,MERCED,KELLEY,2014-07-26,7/26/2014,CAL FIRE,1000,UNDETERMINED
SNF-1619,MADERA,FRENCH,2014-07-28,8/18/2014,USFS,13838,HUMAN
BTU-10700,BUTTE,WEB,2014-07-29,8/27/2014,CAL FIRE,378,EQUIPMENT USE
LNF-3479,SHASTA,BALD,2014-07-30,8/16/2014,USFS,39736,LIGHTNING
KNF-5497,SISKIYOU,KNF BEAVER,2014-07-30,8/30/2014,USFS,32496,LIGHTNING
LMU-3472,MODOC,DAY,2014-07-30,8/13/2014,CAL FIRE,13153,LIGHTNING
MEU-7202,MENDOCINO,LODGE COMPLEX,2014-07-30,9/21/2014,CAL FIRE,12535,LIGHTNING
SHF-2423,TRINITY,COFFEE COMPLEX,2014-07-30,8/31/2014,USFS,6258,LIGHTNING
LNF-3502,SHASTA,EILER,2014-07-31,8/24/2014,USFS,32416,UNDETERMINED
KNF-5575,SISKIYOU,LITTLE DEER,2014-07-31,8/11/2014,USFS,5503,LIGHTNING
KNF-5564,SISKIYOU,JULY COMPLEX,2014-08-03,9/25/2014,USFS,50042,LIGHTNING
LNU-6737,YOLO,THIRTY ONE 2,2014-08-09,8/9/2014,CAL FIRE,370,VEHICLE
KNF-5956,SISKIYOU,HAPPY CAMP COMPLEX,2014-08-14,10/31/2014,USFS,134056,LIGHTNING
YNP-101,MARIPOSA,MEADOW,2014-08-15,9/29/2014,NPS,4772,UNDETERMINED
CND-3148,KERN,WAY,2014-08-18,8/28/2014,USFS,4045,UNDETERMINED
MMU-14633,MADERA,JUNCTION,2014-08-18,8/25/2014,CAL FIRE,612,UNDETERMINED
SHU-7763,TRINITY,OREGON,2014-08-24,8/30/2014,CAL FIRE,461,VEHICLE
SHU-8322,SHASTA,GULCH,2014-09-10,9/15/2014,CAL FIRE,1300,VEHICLE
CNF-2873,ORANGE,SILVERADO,2014-09-12,9/20/2014,USFS,985,UNDETERMINED
ENF-23461,EL DORADO,KING,2014-09-13,10/9/2014,USFS,97717,HUMAN
MEU-8882,MENDOCINO,BLACK,2014-09-13,9/17/2014,CAL FIRE,403,EQUIPMENT USE
MMU-16429,MADERA,COURTNEY,2014-09-14,9/22/2014,CAL FIRE,320,UNDETERMINED
SWR-1266,GLENN,TRACT 17,2014-09-17,9/19/2014,FWS,395,HUMAN
BTU-13428,BUTTE,NELSON,2014-09-18,9/21/2014,CAL FIRE,500,ELECTRICAL POWER
YNP-124,MARIPOSA,DOG ROCK,2014-10-07,10/12/2014,NPS,311,UNDETERMINED
NEU-23454,PLACER,APPLEGATE,2014-10-08,10/22/2014,CAL FIRE,459,UNDETERMINED
BDU-1662,INYO,ROUND,2015-02-06,2/13/2015,CAL FIRE,7000,UNDETERMINED
OVD-107,MONO,VAN DYKE,2015-02-06,2/10/2015,USFS,509,UNDETERMINED
RRU-44605,RIVERSIDE,HIGHWAY,2015-04-18,4/24/2015,CAL FIRE,1049,EQUIPMENT
MCP-1207,SAN DIEGO,CARL,2015-04-28,4/29/2015,DOD,4000,UNDETERMINED
MCP-1210,SAN DIEGO,MORTAR,2015-04-28,4/29/2015,DOD,800,UNDETERMINED
MCP-1212,SAN DIEGO,GRENADE,2015-04-29,5/5/2015,DOD,2025,UNDETERMINED
MMU-8812,MERCED,FOREBAY,2015-05-11,5/12/2015,CAL FIRE,692,VEHICLE
SHF-1371,TRINITY,SADDLE,2015-06-09,6/25/2015,USFS,1542,LIGHTNING
FHL-001570,MONTEREY,PEANUT,2015-06-11,6/11/2015,DOD,1532,UNDETERMINED
BDF-7894,SAN BERNARDINO,LAKE,2015-06-17,7/5/2015,USFS,31359,UNDETERMINED
MMU-11662,MADERA,CORRINE,2015-06-18,6/24/2015,CAL FIRE,920,ELECTRICAL POWER
SNF-1058,MADERA,SKY,2015-06-18,6/26/2015,USFS,500,VEHICLE
SLU-6113,SAN LUIS OBISPO,PARKHILL,2015-06-20,6/20/2015,CAL FIRE,1791,VEHICLE
LAC-173220,LOS ANGELES,CALGROVE,2015-06-24,6/26/2015,LAC,415,UNDETERMINED
AEU-17193,SACRAMENTO,IONE,2015-07-02,7/5/2015,CAL FIRE,357,ARSON
SKU-5078,SISKIYOU,YORK,2015-07-04,7/6/2015,CAL FIRE,395,LIGHTNING
BDF-9001,SAN BERNARDINO,NORTH,2015-07-17,7/21/2015,USFS,4250,UNDETERMINED
MMU-13970,MERCED,MCCABE,2015-07-18,7/22/2015,CAL FIRE,1600,LIGHTNING
SQF-2313,TULARE,CABIN,2015-07-19,9/5/2015,USFS,6980,LIGHTNING
TUU-383,TULARE,TRIPLE 3,2015-07-21,7/21/2015,CAL FIRE,430,LIGHTNING
LNU-6678,NAPA,WRAGG,2015-07-22,8/6/2015,CAL FIRE,8051,VEHICLE
SNF-1689,MADERA,WILLOW,2015-07-25,8/15/2015,USFS,5702,UNDETERMINED
NEU-17851,NEVADA,LOWELL,2015-07-25,8/12/2015,CAL FIRE,2304,UNDETERMINED
LNU-6984,LAKE,ROCKY,2015-07-29,8/14/2015,CAL FIRE,69636,EQUIPMENT
BTU-10917,BUTTE,SWEDES,2015-07-29,8/16/2015,CAL FIRE,400,DEBRIS BURNING
SHF-2066,TRINITY,RIVER COMPLEX,2015-07-30,10/15/2015,USFS,77081,LIGHTNING
SRF-1433,TRINITY,MAD RIVER COMPLEX,2015-07-30,9/3/2015,USFS,37462,LIGHTNING
SHF-2067,TRINITY,FORK COMPLEX,2015-07-30,8/29/2015,USFS,36499,UNDETERMINED
SRF-1476,HUMBOLDT,ROUTE COMPLEX,2015-07-30,8/31/2015,USFS,35675,LIGHTNING
HUU-5606,HUMBOLDT,HUMBOLDT COMPLEX,2015-07-30,8/21/2015,CAL FIRE,4883,LIGHTNING
MDF-570,MODOC,FROG,2015-07-30,8/6/2015,USFS,4863,LIGHTNING
SNF-1746,FRESNO,ROUGH,2015-07-31,12/1/2015,USFS,151623,LIGHTNING
SRF-1488,DEL NORTE,GASQUET COMPLEX,2015-07-31,10/15/2015,USFS,30361,LIGHTNING
MMU-14907,MERCED,CREEK,2015-07-31,7/31/2015,CAL FIRE,1450,VEHICLE
SHF-2108,TRINITY,SOUTH COMPLEX,2015-08-01,10/1/2015,USFS,29416,LIGHTNING
SRF-1470,DEL NORTE,NICKOWITZ,2015-08-01,9/30/2015,USFS,7509,LIGHTNING
NOD-3806,LASSEN,DODGE,2015-08-03,8/17/2015,BLM,10570,HUMAN
LNU-7410,LAKE,JERUSALEM,2015-08-09,8/25/2015,CAL FIRE,25118,UNDETERMINED
RRU-90069,RIVERSIDE,ANZA,2015-08-10,8/15/2015,CAL FIRE,500,HUMAN
MCP-2459,SAN DIEGO,HORNO,2015-08-13,8/17/2015,DOD,1846,HUMAN
INF-1319,MONO,WALKER,2015-08-14,8/31/2015,USFS,3676,UNDETERMINED
ANF-3611,LOS ANGELES,CABIN,2015-08-14,8/20/2015,USFS,1723,UNDETERMINED
SLU-8555,SAN LUIS OBISPO,CUESTA,2015-08-16,9/3/2015,CAL FIRE,2446,VEHICLE
ANF-3651,LOS ANGELES,WARM,2015-08-16,8/19/2015,USFS,300,UNDETERMINED
KRN-30112,KERN,DEER,2015-08-18,8/20/2015,KRN,311,UNDETERMINED
SCU-5524,ALAMEDA,TESLA,2015-08-19,8/25/2015,CAL FIRE,2850,UNDETERMINED
LNU-8268,LAKE,ELK,2015-09-02,9/6/2015,CAL FIRE,700,EQUIPMENT
YNP-123,MARIPOSA,TENAYA,2015-09-07,9/16/2015,USFS,415,UNDETERMINED
AEU-24918,AMADOR,BUTTE,2015-09-09,10/23/2015,CAL FIRE,70868,ELECTRICAL POWER
BTU-13363,BUTTE,LUMPKIN,2015-09-11,9/21/2015,CAL FIRE,1040,ARSON
LNU-8670,LAKE,VALLEY,2015-09-12,10/15/2015,CAL FIRE,76067,ELECTRICAL POWER
BEU-4217,MONTEREY,TASSAJARA,2015-09-19,9/29/2015,CAL FIRE,1086,UNDETERMINED
BTU-14554,BUTTE,MERIDIAN,2015-10-03,10/4/2015,CAL FIRE,860,EQUIPMENT
BEU-4582,SAN BENITO,CIENEGA,2015-10-12,10/16/2015,CAL FIRE,690,ELECTRICAL POWER
VNC-89187,VENTURA,SOLIMAR,2015-12-25,12/28/2015,VNC,1288,UNDETERMINED
